コード,銘柄名,最終判断,最終分類,注文方式,買いゾーン下限,買いゾーン上限,反転確認高値,逆指値発動価格,追いかけ禁止価格,損切り価格,利確目標,推奨株数,必要資金,最大想定損失,RR,分析評価,運用評価,総合順位点,RSI,BB位置,出来高倍率,暴落リバウンド型,ファンダメンタルスコア,テクニカルスコア,反転確認スコア,市場環境スコア,業種環境スコア,ニュース影響スコア,資金・リスク評価,分析コメント,運用コメント,注文理由,信用需給による減点,信用需給スコア,総合調整後スコア,テクニカル順位,調整後順位,信用需給判定,信用需給判定理由,ファンダメンタル評価,ファンダメンタル十分,ファンダメンタル不足理由,売上高前年同期比,営業利益前年同期比,経常・純利益前年比,EPS,PER,PBR,ROE,自己資本比率,配当利回り,利益状態,業績4象限,配当性向,配当判定,ファンダメンタル加減点理由,今期会社予想,直近決算発表日,次回決算予定日,時価総額,総合判定,判定理由,業績修正,重要適時開示,ファンダメンタル取得元,ファンダメンタル参照先,ファンダメンタル取得日時,stocknote_評価,stocknote_信頼度,stocknote_要約,stocknote_逆張りスコア,stocknote_RSI,stocknote_BB位置,stocknote_トレンド,stocknote_PER,stocknote_PBR,stocknote_財務健全性,stocknote_売上成長,stocknote_利益成長,stocknote_推奨買い価格,stocknote_予想売り価格,stocknote_最終目標価格,stocknote_注意点
8584,ジャックス,見送り,見送り,見送り,3666.19,3699.85,3800.0,3806.73,3920.93,3622.54,4175.11,0,0.0,0.0,3.34,B,見送り,-4.7,53.87,+0.11σ,0.65,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 53.9、出来高 0.65倍、BB +0.11σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9434,ソフトバンク,見送り,見送り,見送り,221.03,223.51,237.2,237.69,244.83,216.95,279.19,100,23490.0,1795.0000000000018,2.47,B,見送り,-4.7,63.1,+1.38σ,0.65,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 63.1、出来高 0.65倍、BB +1.38σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7701,島津製作所,見送り,見送り,見送り,4042.45,4095.82,4271.0,4281.67,4410.12,4001.02,4842.98,0,0.0,0.0,4.43,B,見送り,-4.72,52.58,+0.28σ,0.64,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 52.6、出来高 0.64倍、BB +0.28σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8306,三菱ＵＦＪフィナンシャル・グループ,見送り,見送り,見送り,3498.67,3548.43,3742.0,3751.95,3864.51,3431.9,4392.06,0,0.0,0.0,3.42,B,見送り,-4.72,56.21,+0.37σ,0.64,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 56.2、出来高 0.64倍、BB +0.37σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
9006,京浜急行電鉄,見送り,見送り,見送り,1500.9,1515.64,1525.5,1528.45,1574.3,1463.9,1657.54,0,0.0,0.0,2.72,B,見送り,-4.72,44.97,-0.83σ,0.64,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 45.0、出来高 0.64倍、BB -0.83σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
3765,ガンホー・オンライン・エンターテイメント,見送り,見送り,見送り,2321.62,2352.49,2454.0,2460.17,2533.98,2278.8,2822.92,0,0.0,0.0,2.83,B,見送り,-4.74,55.11,+0.44σ,0.63,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 55.1、出来高 0.63倍、BB +0.44σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5659,日本精線,見送り,見送り,見送り,1327.53,1349.34,1458.0,1462.36,1506.23,1284.5,1818.09,0,0.0,0.0,2.48,B,見送り,-4.76,55.69,+0.85σ,0.62,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 55.7、出来高 0.62倍、BB +0.85σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6969,松尾電機,見送り,見送り,見送り,971.54,1020.72,1115.0,1124.84,1174.01,917.36,1539.79,0,0.0,0.0,2.67,C,見送り,-4.78,46.3,+0.15σ,0.61,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 46.3、出来高 0.61倍、BB +0.15σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8316,三井住友フィナンシャルグループ,見送り,見送り,見送り,6626.0,6717.44,7035.0,7053.29,7264.89,6479.64,8200.58,0,0.0,0.0,2.93,B,見送り,-4.8,54.44,+0.28σ,0.6,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 54.4、出来高 0.60倍、BB +0.28σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1662,石油資源開発,見送り,見送り,見送り,1694.36,1721.82,1845.0,1850.49,1906.01,1665.48,2220.52,0,0.0,0.0,2.59,B,見送り,-4.82,61.85,+1.63σ,0.59,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 61.9、出来高 0.59倍、BB +1.63σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7004,カナデビア,見送り,見送り,見送り,1174.18,1194.95,1266.0,1270.15,1308.26,1157.59,1495.28,0,0.0,0.0,2.86,B,見送り,-4.82,52.1,+1.24σ,0.59,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 52.1、出来高 0.59倍、BB +1.24σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7013,ＩＨＩ,見送り,見送り,見送り,2680.63,2745.61,3065.0,3078.0,3170.34,2608.65,4016.69,0,0.0,0.0,2.5,B,見送り,-4.82,60.55,+1.85σ,0.59,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 60.5、出来高 0.59倍、BB +1.85σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5911,横河ブリッジホールディングス,見送り,見送り,見送り,2902.76,2922.22,2976.0,2979.89,3069.29,2885.99,3167.69,0,0.0,0.0,2.86,B,見送り,-4.86,59.03,+0.75σ,0.57,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 59.0、出来高 0.57倍、BB +0.75σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
4506,住友ファーマ,見送り,見送り,見送り,1246.96,1271.82,1395.0,1399.97,1441.97,1220.95,1758.01,0,0.0,0.0,2.99,B,見送り,-4.88,52.05,+1.50σ,0.56,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 52.0、出来高 0.56倍、BB +1.50σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8876,リログループ,見送り,見送り,見送り,1977.85,2003.39,2179.0,2184.11,2249.63,1921.49,2709.34,0,0.0,0.0,3.0,B,見送り,-4.9,57.47,+0.85σ,0.55,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 57.5、出来高 0.55倍、BB +0.85σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6971,京セラ,見送り,見送り,見送り,3587.55,3656.92,3981.0,3994.87,4114.72,3507.33,4969.96,0,0.0,0.0,3.01,B,見送り,-4.92,57.16,+1.17σ,0.54,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 57.2、出来高 0.54倍、BB +1.17σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
2501,サッポロビール,見送り,見送り,見送り,1923.83,1952.0,2060.0,2068.48,2130.53,1881.48,2442.48,0,0.0,0.0,6.96,B,見送り,-4.96,47.7,-0.89σ,1.02,False,データなし,2.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 47.7、出来高 1.02倍、BB -0.89σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,2.0,521,521,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1419,タマホーム,見送り,見送り,見送り,2907.47,2936.06,2999.0,3004.72,3094.86,2868.21,3277.73,0,0.0,0.0,2.87,B,見送り,-4.98,50.03,-0.02σ,0.51,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 50.0、出来高 0.51倍、BB -0.02σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
4042,東ソー,見送り,見送り,見送り,2669.81,2704.21,2790.0,2796.88,2880.79,2633.8,3123.04,0,0.0,0.0,3.93,B,見送り,-5.0,48.02,-0.14σ,0.5,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 48.0、出来高 0.50倍、BB -0.14σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
4202,ダイセル,見送り,見送り,見送り,1438.7,1455.78,1497.0,1500.42,1545.43,1427.86,1645.53,0,0.0,0.0,3.67,B,見送り,-5.0,57.36,+0.41σ,0.5,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 57.4、出来高 0.50倍、BB +0.41σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7545,西松屋チェーン,見送り,見送り,見送り,1956.31,1975.71,2024.0,2027.88,2088.72,1934.27,2215.1,0,0.0,0.0,3.55,B,見送り,-5.02,49.86,-0.06σ,0.99,False,データなし,2.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 49.9、出来高 0.99倍、BB -0.06σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,2.0,521,521,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8309,三井住友トラストグループ,見送り,見送り,見送り,1640.65,1661.52,1767.0,1771.17,1824.31,1614.67,2084.18,0,0.0,0.0,3.12,B,見送り,-5.06,61.9,+1.13σ,0.47,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 61.9、出来高 0.47倍、BB +1.13σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,見送り,見送り,見送り,5409.33,5532.62,5964.0,5988.66,6168.32,5282.06,7401.85,0,0.0,0.0,2.8,B,見送り,-5.08,60.3,+0.95σ,0.46,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 60.3、出来高 0.46倍、BB +0.95σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
5232,住友大阪セメント,見送り,見送り,見送り,5419.74,5550.34,6004.0,6030.12,6211.02,5305.83,7478.69,0,0.0,0.0,3.03,B,見送り,-5.08,55.31,+1.01σ,0.46,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 55.3、出来高 0.46倍、BB +1.01σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
7751,キヤノン,見送り,見送り,見送り,4434.02,4483.3,4671.0,4680.85,4821.28,4374.32,5293.92,0,0.0,0.0,3.93,B,見送り,-5.12,53.88,+0.21σ,0.44,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 53.9、出来高 0.44倍、BB +0.21σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8233,高島屋,見送り,見送り,見送り,2214.35,2245.0,2345.0,2352.35,2422.92,2153.9,2749.25,0,0.0,0.0,5.54,B,見送り,-5.14,45.12,-0.84σ,0.93,False,データなし,2.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,反転条件の完成待ち。ファンダメンタル=データ不足、RSI 45.1、出来高 0.93倍、BB -0.84σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,2.0,521,521,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
1814,大末建設,見送り,見送り,見送り,3488.59,3546.87,3795.0,3806.66,3920.85,3415.2,4589.57,0,0.0,0.0,2.85,B,見送り,-5.16,58.79,+0.97σ,0.42,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 58.8、出来高 0.42倍、BB +0.97σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
8628,松井証券,見送り,見送り,見送り,1049.08,1061.13,1120.0,1122.41,1156.08,1026.97,1313.29,0,0.0,0.0,3.15,B,見送り,-5.16,59.73,+0.45σ,0.42,False,データなし,3.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,出来高0.6倍未満のため主力不可。ファンダメンタル=データ不足、RSI 59.7、出来高 0.42倍、BB +0.45σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,3.0,374,374,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
6309,巴工業,見送り,見送り,見送り,1880.57,1898.82,2006.0,2009.65,2069.94,1858.73,2311.49,0,0.0,0.0,2.45,C,見送り,-5.24,66.58,+2.24σ,0.88,False,データなし,2.0,0,-9.0,0,0.0,強いリスクオフ・通常の25%,急騰済みを最優先して除外。ファンダメンタル=データ不足、RSI 66.6、出来高 0.88倍、BB +2.24σ,方式別実績はサンプル蓄積中。市場=強いリスクオフ、ニュース重大度と300万円の損失・投入・現金・保有数制約を適用,強いリスクオフのため新規主力買い停止,0.0,0.0,2.0,521,521,信用需給は判定不能,信用データがデータなし、または売残0で信用倍率を算出不能,データ不足,False,公式取得元または参照先なし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,データなし,評価不能,評価不能,,評価不能,,データなし,データなし,データなし,データなし,データ不足,公式取得元または参照先なし,,,データなし,データなし,データなし,,,,,,,,,,,,,,,,
