シグナル日,コード,会社名,市場,現在値,前日比,直近3日騰落率,直近5日騰落率,25日線乖離率,ATR当日値幅,スコア,ランク,%K,%D,%D傾き,RSI14,MA25,MA75,MA200,BB位置,出来高倍率,ローソク足パターン,アンチ判定,買い・売り,シグナル種別,シグナル数,自社株買い比率,損切り候補,利確候補,RR,判定理由,除外理由,Yahoo Financeリンク
2026-08-14,2593,伊藤園,プライム,3016.0,1.12,1.09,3.27,0.38,0.84,7,B,97.93,40.57,2.79,53.08,3004.5,2915.61,3000.46,+0.07σ,0.44,強気包み足,通常,買い,,,,2895.5,3257.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2593.T
2026-08-14,2811,カゴメ,プライム,2667.0,0.64,0.26,2.16,-0.8,0.58,7,B,92.72,41.53,0.3,50.47,2688.44,2618.65,2706.48,-0.22σ,0.45,陰線→陽線 / 強気包み足,通常,買い,,,,2588.05,2824.91,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2811.T
2026-08-14,8051,山善,プライム,1963.0,1.24,3.32,7.39,9.37,0.89,7,除外,97.25,81.52,5.05,75.63,1794.84,1723.21,1570.92,+2.24σ,0.73,陰線→陽線 / 強気包み足,通常,買い,,,,1786.0,2317.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8051.T
2026-08-14,8273,イズミ,プライム,1016.0,0.89,1.6,3.15,1.59,0.89,7,B,96.08,44.23,1.68,57.51,1000.12,960.4,992.74,+0.59σ,0.68,強気包み足,通常,買い,,,,985.66,1076.68,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/8273.T
2026-08-14,8282,ケーズホールディングス,プライム,1924.5,-0.49,-1.03,2.42,3.03,0.7,7,B,75.0,50.22,-4.45,54.96,1867.82,1933.14,1743.43,+0.72σ,0.38,なし,通常,売り,,,,2001.83,1769.84,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/8282.T
2026-08-14,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム,4837.0,-0.17,0.17,0.21,1.44,0.96,7,B,55.79,42.48,-7.91,56.43,4768.52,4484.65,4068.82,-0.01σ,0.58,前日高値超え反転,通常,売り,,,,4992.51,4525.99,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/8725.T
2026-08-14,8005,スクロール,プライム,1881.0,0.32,-0.32,2.17,6.43,0.62,7,除外,70.18,70.98,2.64,73.02,1767.32,1658.55,1434.19,+1.46σ,0.7,強気包み足,通常,買い,,,,1825.0,1993.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/8005.T
2026-08-14,8078,阪和興業,プライム,1842.0,2.79,4.01,4.9,6.66,1.31,7,除外,93.55,69.42,7.58,63.9,1727.0,1724.29,1596.42,+2.25σ,0.77,陰線→陽線 / 強気包み足,通常,買い,,,,1756.0,2014.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/8078.T
2026-08-14,8020,兼松,プライム,2214.5,1.4,0.87,1.72,4.22,1.01,7,B,90.4,71.6,13.31,64.77,2124.84,2122.86,2027.25,+1.81σ,1.02,陰線→陽線 / 強気包み足,通常,買い,,,,2078.0,2487.5,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/8020.T
2026-08-14,9044,ＮＡＮＫＡＩ,プライム,2949.0,0.25,2.02,3.38,-0.18,0.65,7,B,87.27,33.88,-3.8,52.14,2954.44,2869.69,2934.54,-0.10σ,0.54,なし,通常,売り,,,,3056.24,2734.52,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致,,https://finance.yahoo.co.jp/quote/9044.T
2026-08-14,9037,ハマキョウレックス,プライム,1883.0,1.29,1.84,4.84,3.05,0.93,7,除外,95.1,57.41,3.46,63.58,1827.2,1826.43,1790.98,+2.25σ,1.02,陰線→陽線 / 強気包み足,通常,買い,,,,1801.0,2047.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/9037.T
2026-08-14,2760,東京エレクトロン　デバイス,プライム,4420.0,2.55,2.2,-1.12,10.58,0.65,7,除外,38.61,69.12,1.98,61.87,3997.0,3978.6,3552.36,+1.28σ,0.41,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,4095.93,5068.14,2.0,直近2～5日まで下落、%K反転、2～5日下落後の陽線,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2760.T
2026-08-14,8584,ジャックス,プライム,3785.0,0.13,0.66,1.07,1.38,0.43,7,B,91.89,54.89,8.69,58.25,3733.6,3668.67,3992.32,+0.70σ,0.43,強気包み足 / はらみ足,通常,買い,,,,3670.0,4015.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/8584.T
2026-08-14,7966,リンテック,プライム,6160.0,0.49,1.48,-4.2,-3.83,0.39,7,B,19.69,38.94,3.61,45.97,6405.6,6056.07,5108.35,-0.66σ,0.45,なし,通常,買い,,,,5693.05,7093.9,2.0,ストキャス売られ過ぎから反転、%K反転、%D方向改善、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/7966.T
2026-08-14,3444,菊池製作所,スタンダード,1035.0,2.88,4.65,5.5,6.53,0.54,7,B,100.0,82.19,25.33,54.53,971.52,1124.97,866.88,+1.75σ,0.63,強気包み足,通常,買い,,,,941.0,1223.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/3444.T
2026-08-14,3002,グンゼ,プライム,4235.0,0.71,1.07,1.56,4.52,0.82,7,B,97.83,76.99,1.82,71.78,4052.0,3854.27,4077.98,+1.78σ,0.75,陰線→陽線 / 強気包み足,通常,買い,,,,4143.9,4417.19,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/3002.T
2026-08-14,3864,三菱製紙,プライム,1153.0,0.17,2.58,-1.28,2.51,0.86,7,B,35.77,50.82,4.17,56.08,1124.72,1057.21,852.24,+0.28σ,0.58,強気包み足,通常,買い,,,,1084.72,1289.56,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/3864.T
2026-08-14,7944,ローランド,プライム,4310.0,0.23,1.41,-6.2,3.27,0.46,7,B,48.31,69.45,1.09,53.14,4173.6,4287.27,3962.08,+0.61σ,0.36,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,通常,買い,,,,4025.0,4880.0,2.0,直近2～5日まで下落、%K反転、2～5日下落後の陽線,,https://finance.yahoo.co.jp/quote/7944.T
2026-08-14,3036,アルコニックス,プライム,3770.0,4.87,3.57,6.5,33.5,1.53,7,除外,98.62,89.51,12.01,85.23,2823.88,2587.21,2600.5,+1.80σ,0.9,陰線→陽線 / 強気包み足,通常,買い,,,,3460.0,4390.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/3036.T
2026-08-14,7867,タカラトミー,プライム,3595.0,-0.39,-2.1,3.81,1.72,0.44,7,B,67.81,62.11,-2.98,55.56,3534.12,3138.89,2947.2,+0.17σ,0.32,なし,通常,売り,,,,3782.12,3220.77,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/7867.T
2026-08-14,7609,ダイトロン,プライム,4780.0,4.25,6.58,13.4,28.21,1.34,7,除外,93.08,88.15,23.32,74.95,3728.2,3639.84,2979.87,+1.83σ,0.71,強気包み足,通常,買い,,,,4040.0,6260.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/7609.T
2026-08-14,3315,日本コークス工業,プライム,104.0,2.97,1.96,2.97,7.44,1.19,7,B,91.67,73.72,23.34,62.65,96.8,97.65,105.25,+2.04σ,1.0,強気包み足,通常,買い,,,,93.0,126.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/3315.T
2026-08-14,4204,積水化学工業,プライム,2675.0,-0.04,-0.52,0.53,0.32,0.52,7,B,70.25,57.33,-2.55,54.8,2666.4,2500.44,2635.37,+0.04σ,0.47,はらみ足,通常,売り,,,,2745.43,2534.14,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/4204.T
2026-08-14,4528,小野薬品工業,プライム,2433.5,0.66,0.6,4.08,1.32,0.56,7,B,91.6,52.94,6.95,55.38,2401.82,2372.88,2312.28,+0.75σ,0.42,陰線→陽線 / 強気包み足,通常,買い,,,,2332.5,2635.5,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4528.T
2026-08-14,4732,ユー・エス・エス,プライム,2006.0,-0.05,0.05,1.96,0.65,0.58,7,B,87.5,52.79,-2.37,55.95,1992.98,1876.15,1790.87,+0.37σ,0.53,はらみ足,通常,売り,,,,2062.48,1893.03,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/4732.T
2026-08-14,4202,ダイセル,プライム,1491.0,0.88,0.2,1.91,2.27,0.56,7,B,82.88,60.94,15.27,62.28,1457.96,1344.68,1370.28,+1.24σ,0.42,陰線→陽線 / 強気包み足 / はらみ足,通常,買い,,,,1438.8,1595.4,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4202.T
2026-08-14,4826,ＣＩＪ,プライム,539.0,1.89,2.86,3.85,5.31,1.07,7,除外,100.0,72.5,4.0,68.51,511.84,499.72,510.94,+2.27σ,1.12,強気包み足,通常,買い,,,,514.0,589.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4826.T
2026-08-14,4902,コニカミノルタ,プライム,688.7,3.8,5.19,10.51,8.8,1.29,7,B,96.98,55.95,3.51,62.73,632.97,592.5,604.5,+1.43σ,0.8,陰線→陽線 / 強気包み足,通常,買い,,,,627.1,811.9,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4902.T
2026-08-14,9513,電源開発,プライム,3919.0,0.85,2.38,1.42,3.58,0.57,7,B,87.14,72.38,1.94,59.44,3783.44,3871.88,3593.19,+1.41σ,0.5,陰線→陽線 / 強気包み足 / はらみ足,強,買い,,,,3789.71,4177.58,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/9513.T
2026-08-14,9348,ｉｓｐａｃｅ,グロース,425.0,0.95,2.91,1.92,0.61,0.54,7,B,94.12,67.69,20.97,48.9,422.44,480.76,497.22,+1.68σ,0.54,陰線→陽線 / 強気包み足,通常,買い,,,,402.84,469.33,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/9348.T
2026-08-14,4919,ミルボン,プライム,3260.0,1.56,11.38,16.6,13.73,0.79,7,除外,98.18,54.07,4.85,78.13,2866.48,2709.73,2623.72,+2.44σ,0.79,強気包み足,通常,買い,,,,2780.0,4220.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI、BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/4919.T
2026-08-14,4911,資生堂,プライム,3566.0,1.13,-1.25,5.16,11.27,0.69,7,B,70.73,62.8,-3.28,64.97,3204.8,2921.29,2821.87,+1.39σ,0.4,陽線→陰線,通常,売り,,,,3791.08,3115.83,2.0,%D方向一致、%K押し・戻りから反転、ローソク色反転,,https://finance.yahoo.co.jp/quote/4911.T
2026-08-14,5851,リョービ,プライム,2863.0,2.99,3.39,4.83,10.29,1.57,7,除外,92.07,82.6,3.9,75.03,2595.88,2627.55,2679.44,+2.00σ,0.99,陰線→陽線 / 強気包み足,強,買い,,,,2715.0,3159.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/5851.T
2026-08-14,5703,日本軽金属ホールディングス,プライム,2986.0,1.67,1.29,1.7,8.07,0.94,7,B,79.91,79.97,16.76,63.77,2763.0,2910.28,2750.42,+1.56σ,0.61,陰線→陽線 / 強気包み足,通常,買い,,,,2837.43,3283.13,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/5703.T
2026-08-14,2130,メンバーズ,プライム,939.0,1.95,3.19,5.62,-8.52,0.67,7,B,95.45,34.6,11.52,39.69,1026.4,1060.44,1139.73,-0.61σ,0.38,陰線→陽線,通常,買い,,,,880.0,1057.0,2.0,RSI40以下から反転上昇、%K反転、%D方向改善、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2130.T
2026-08-14,2181,パーソルホールディングス,プライム,286.4,1.27,1.49,10.15,7.9,1.07,7,B,97.05,52.02,1.95,68.68,265.43,249.59,257.42,+1.95σ,0.95,強気包み足,通常,買い,,,,259.2,340.8,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2181.T
2026-08-14,2220,亀田製菓,プライム,1340.0,1.9,3.72,5.18,5.75,1.0,7,除外,98.46,65.65,6.26,65.57,1267.12,1267.28,1325.93,+2.20σ,0.85,強気包み足,通常,買い,,,,1263.0,1494.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/2220.T
2026-08-14,2170,リンクアンドモチベーション,プライム,610.0,-0.16,-7.01,-2.71,-0.44,0.92,7,B,28.92,55.29,-18.67,50.52,612.72,571.83,542.86,-0.47σ,0.67,前日高値超え反転,通常,売り,,,,669.0,492.0,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/2170.T
2026-08-14,2168,パソナグループ,プライム,1638.0,0.55,1.3,3.67,3.97,0.6,7,B,91.58,60.82,7.44,64.95,1575.44,1573.83,1807.84,+1.94σ,0.55,強気包み足,通常,買い,,,,1577.0,1760.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2168.T
2026-08-14,2353,日本駐車場開発,プライム,258.0,0.78,1.98,4.45,0.47,0.72,7,B,92.86,49.63,9.6,53.94,256.8,250.75,264.4,+0.33σ,0.4,強気包み足,通常,買い,,,,246.0,282.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/2353.T
2026-08-14,2737,トーメンデバイス,プライム,31550.0,2.77,7.42,0.8,47.68,1.04,7,除外,55.63,78.56,4.86,71.42,21364.4,17488.0,14014.15,+1.23σ,0.77,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,28154.84,38340.32,2.0,直近2～5日まで下落、%K反転、2～5日下落後の陽線,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2737.T
2026-08-14,1860,戸田建設,プライム,1486.5,-0.13,1.75,-0.57,-1.44,0.52,7,B,34.44,25.6,-0.15,42.59,1508.28,1522.61,1409.98,-0.67σ,0.32,はらみ足,通常,売り,,,,1545.5,1368.5,2.0,%D方向一致、%K押し・戻りから反転、MA25傾き一致,,https://finance.yahoo.co.jp/quote/1860.T
2026-08-14,6988,日東電工,プライム,3575.0,0.68,0.56,2.46,5.69,0.8,7,B,79.52,59.55,3.21,66.11,3382.56,3193.91,3429.2,+1.44σ,0.67,強気包み足,通常,買い,,,,3424.36,3876.28,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6988.T
2026-08-14,7085,カーブスホールディングス,プライム,953.0,-0.52,1.17,2.47,0.69,0.41,7,B,83.33,40.4,-1.51,54.84,946.44,891.32,820.32,+0.23σ,0.85,はらみ足,通常,売り,,,,982.3,894.4,2.0,%D方向一致、%K押し・戻りから反転、RSIゾーン反転,,https://finance.yahoo.co.jp/quote/7085.T
2026-08-14,7198,ＳＢＩアルヒ,プライム,845.0,0.12,3.43,3.43,4.11,0.87,7,B,84.31,64.53,5.06,66.71,811.64,808.99,850.25,+2.16σ,0.76,強気包み足 / はらみ足,通常,買い,,,,809.0,917.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/7198.T
2026-08-14,6724,セイコーエプソン,プライム,3172.0,0.48,-2.85,1.24,6.46,0.53,7,B,58.18,60.3,2.06,62.41,2979.4,2771.68,2291.33,+1.31σ,0.81,陰線→陽線 / 強気包み足,通常,買い,,,,3022.46,3471.08,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6724.T
2026-08-14,6183,ベルシステム２４ホールディングス,プライム,1401.0,1.16,2.71,4.94,2.44,1.01,7,B,96.81,48.74,8.89,59.61,1367.68,1397.23,1407.8,+1.48σ,1.11,強気包み足,通常,買い,,,,1334.0,1535.0,2.0,%K反転、%D方向改善、陽の包み足、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6183.T
2026-08-14,6418,日本金銭機械,プライム,1273.0,0.79,3.58,10.89,13.65,0.96,7,B,91.46,85.21,-1.23,79.47,1120.08,1018.31,1036.68,+2.10σ,1.44,なし,通常,売り,,,,1321.42,1176.17,2.0,%D方向一致、%K押し・戻りから反転、出来高1.3倍,,https://finance.yahoo.co.jp/quote/6418.T
2026-08-14,6080,Ｍ＆Ａキャピタルパートナーズ,プライム,4105.0,1.73,1.86,1.61,7.11,0.99,7,除外,87.1,87.6,4.53,74.07,3832.6,3568.47,3404.22,+1.52σ,0.56,陰線→陽線 / 2～5日下落後の陽線,通常,買い,,,,3946.39,4422.22,2.0,直近2～5日まで下落、%K反転、2～5日下落後の陽線,急騰済み（高RSI）,https://finance.yahoo.co.jp/quote/6080.T
2026-08-14,6702,富士通,プライム,3860.0,2.93,3.79,7.85,10.12,1.08,6,C,86.47,58.06,-2.77,64.95,3505.24,3405.15,3717.82,+1.46σ,0.67,なし,通常,売り,,,,4061.43,3457.14,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/6702.T
2026-08-14,2752,フジオフードグループ本社,プライム,1119.0,0.36,1.27,4.09,1.41,0.96,6,C,87.04,33.2,-6.46,52.98,1103.48,1120.16,1113.01,+0.49σ,0.7,なし,通常,売り,,,,1151.84,1053.32,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/2752.T
2026-08-14,5019,出光興産,プライム,1303.0,1.56,0.66,3.54,1.4,1.11,6,C,73.53,44.1,3.38,53.66,1285.04,1304.98,1300.23,+0.37σ,0.74,陰線→陽線 / 前日安値割れ反転,通常,買い,,,,1251.82,1405.35,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/5019.T
2026-08-14,4956,コニシ,プライム,1465.0,0.21,-1.28,-0.61,1.19,0.59,6,C,67.01,63.87,13.32,53.3,1447.72,1438.35,1375.96,+0.67σ,0.34,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転,通常,買い,,,,1414.54,1565.92,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4956.T
2026-08-14,9211,エフ・コード,グロース,1575.0,3.01,5.35,6.13,11.07,1.41,6,除外,80.38,81.16,20.38,70.03,1418.04,1437.85,1547.2,+2.04σ,1.45,陰線→陽線,通常,買い,,,,1446.0,1833.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/9211.T
2026-08-14,5393,ニチアス,プライム,3607.0,0.87,3.0,0.45,4.47,1.07,6,C,56.55,69.05,10.15,54.99,3452.8,3546.15,2901.4,+1.39σ,0.6,なし,通常,買い,,,,3394.46,4032.07,2.0,直近2～5日まで下落、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/5393.T
2026-08-14,2146,ＵＴグループ,プライム,223.0,2.29,0.9,22.53,18.49,1.35,6,除外,81.13,57.55,1.98,74.94,188.2,180.75,190.32,+2.01σ,1.1,陰線→陽線 / 前日安値割れ反転,通常,買い,,,,181.0,307.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（5営業日急騰、25日線上方乖離、高RSI）,https://finance.yahoo.co.jp/quote/2146.T
2026-08-14,2354,ＹＥ　ＤＩＧＩＴＡＬ,スタンダード,1395.0,1.97,3.72,10.89,15.71,0.94,6,除外,48.29,46.46,10.62,59.87,1205.56,1006.71,857.08,+0.70σ,0.35,陰線→陽線 / 前日安値割れ反転,通常,買い,,,,1194.9,1795.19,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（25日線上方乖離）,https://finance.yahoo.co.jp/quote/2354.T
2026-08-14,1942,関電工,プライム,5521.0,0.31,4.23,-2.14,-4.82,0.39,6,C,40.65,43.89,4.52,41.14,5800.4,6257.87,5831.3,-0.62σ,0.42,なし,通常,買い,,,,5167.22,6228.55,2.0,直近2～5日まで下落、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/1942.T
2026-08-14,3107,ダイワボウホールディングス,プライム,3780.0,0.08,2.49,1.2,6.15,0.87,6,C,86.29,70.07,-0.92,65.74,3560.84,3459.71,3191.07,+1.58σ,0.65,なし,通常,売り,,,,3908.08,3523.84,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/3107.T
2026-08-14,3968,セグエグループ,プライム,647.0,9.66,9.85,12.33,8.59,2.13,6,除外,91.67,37.61,1.96,68.61,595.8,571.64,591.72,+3.42σ,5.61,陰線→陽線,通常,買い,,,,572.0,797.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（当日急騰、BB +2σ大幅超過、ストップ高に近い急騰）,https://finance.yahoo.co.jp/quote/3968.T
2026-08-14,7630,壱番屋,プライム,935.0,0.11,1.74,2.75,1.81,0.53,6,C,91.11,46.58,-2.6,57.25,918.36,889.43,903.9,+0.65σ,0.53,なし,通常,売り,,,,963.06,878.88,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/7630.T
2026-08-14,7649,スギホールディングス,プライム,2843.0,0.64,1.43,3.12,-1.46,0.69,6,C,92.02,42.64,7.56,45.82,2885.14,2977.19,3350.82,-0.20σ,0.42,長い下ヒゲ（ハンマー）,通常,買い,,,,2718.67,3091.66,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/7649.T
2026-08-14,8591,オリックス,プライム,6398.0,0.41,2.01,-1.77,-0.68,0.63,6,C,50.83,48.68,2.16,50.46,6441.8,6167.12,5191.81,-0.31σ,0.58,なし,強,買い,,,,6153.32,6887.36,2.0,直近2～5日まで下落、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/8591.T
2026-08-14,1887,日本国土開発,プライム,533.0,1.72,1.91,1.72,2.16,1.3,6,除外,94.12,76.44,8.41,58.94,521.72,538.0,570.88,+2.42σ,0.42,陰線→陽線 / 前日安値割れ反転,強,買い,,,,519.18,560.65,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,急騰済み（BB +2σ大幅超過）,https://finance.yahoo.co.jp/quote/1887.T
2026-08-14,5032,ＡＮＹＣＯＬＯＲ,プライム,2839.0,2.97,2.42,4.68,9.84,0.86,6,C,96.15,75.19,1.15,68.86,2584.64,2598.84,3850.52,+1.66σ,0.79,陰線→陽線 / 長い下ヒゲ（ハンマー）,強,買い,,,,2685.0,3147.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/5032.T
2026-08-14,5957,日東精工,プライム,779.0,0.65,1.96,-2.87,0.08,0.47,6,C,49.18,61.08,1.29,49.96,778.4,775.96,748.2,+0.09σ,0.43,陰線→陽線 / はらみ足 / 長い下ヒゲ（ハンマー）,通常,買い,,,,749.0,839.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/5957.T
2026-08-14,9831,ヤマダホールディングス,プライム,691.8,0.09,2.76,3.33,-0.77,0.86,6,C,80.19,32.28,-1.52,51.21,697.14,644.67,565.39,-0.51σ,0.49,なし,通常,売り,,,,723.13,629.14,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/9831.T
2026-08-14,4502,武田薬品工業,プライム,5631.0,1.3,0.88,3.8,2.29,0.54,6,C,97.83,50.04,4.57,58.15,5505.12,5258.37,5152.8,+0.56σ,0.63,陰線→陽線 / 長い下ヒゲ（ハンマー）,通常,買い,,,,5432.0,6029.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/4502.T
2026-08-14,4290,プレステージ・インターナショナル,プライム,718.0,0.14,2.13,3.76,4.6,0.81,6,C,94.59,53.36,-0.66,65.48,686.44,664.4,679.0,+1.20σ,0.35,なし,通常,売り,,,,738.33,677.33,2.0,%D方向一致、%K押し・戻りから反転,,https://finance.yahoo.co.jp/quote/4290.T
2026-08-14,6966,三井ハイテック,プライム,966.0,2.44,-0.1,1.05,3.53,0.49,6,C,57.35,70.56,10.13,53.82,933.04,894.21,801.02,+1.20σ,0.56,なし,通常,買い,,,,893.21,1111.58,2.0,直近2～5日まで下落、%K反転、%D方向改善,,https://finance.yahoo.co.jp/quote/6966.T
2026-08-14,6258,平田機工,プライム,3825.0,5.08,-1.03,18.97,24.16,1.23,6,除外,80.6,85.41,15.92,68.7,3080.64,3053.68,2707.7,+2.05σ,1.52,陰線→陽線,通常,買い,,,,3085.0,5305.0,2.0,%K反転、%D方向改善、出来高増加を伴う反転、直近下落なし（B以下に制限）,急騰済み（5営業日急騰、25日線上方乖離）,https://finance.yahoo.co.jp/quote/6258.T
2026-08-14,6255,エヌ・ピー・シー,グロース,725.0,0.42,2.84,3.28,9.16,0.45,6,C,78.33,83.07,18.59,58.06,664.16,722.01,735.08,+1.30σ,0.29,前日安値割れ反転,通常,買い,,,,674.77,825.47,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6255.T
2026-08-14,6769,ザインエレクトロニクス,スタンダード,1104.0,1.19,3.37,4.64,7.43,0.53,6,C,91.75,82.1,22.15,56.67,1027.6,1110.57,948.46,+1.45σ,0.31,陰線→陽線 / 長い下ヒゲ（ハンマー）,通常,買い,,,,1015.0,1282.0,2.0,%K反転、%D方向改善、長い下ヒゲ反転、直近下落なし（B以下に制限）,,https://finance.yahoo.co.jp/quote/6769.T
