シグナル日,コード,注文方式,約定,約定価格,1日後損益,3日後損益,5日後損益,10日後損益,MFE,MAE,未約定後最大上昇率,未約定後最大下落率
2026-08-14,4819,stop,True,2345.0,-6.183368869936034,,,,1.0660980810234477,-7.164179104477608,,
2026-08-14,9936,market,True,2859.0,-1.364113326337879,,,,0.0,-2.0286813571178786,,
2026-08-14,9936,limit,True,2859.0,-1.364113326337879,,,,0.0,-2.0286813571178786,,
2026-08-14,9936,stop,False,,,,,,,,-0.4872955099199494,-2.506091193873994
2026-08-14,3905,market,True,1681.0,7.49553837001784,,,,18.798334324806664,-4.699583581201661,,
2026-08-14,3905,limit,True,1681.0,7.49553837001784,,,,18.798334324806664,-4.699583581201661,,
2026-08-14,3905,stop,True,1894.782,-10.649351746005609,,,,5.3947103149597275,-15.452015060307723,,
2026-08-14,8001,market,True,2067.5,-3.67593712212817,,,,0.19347037484884755,-5.223700120918984,,
2026-08-14,8001,limit,True,2067.5,-3.67593712212817,,,,0.19347037484884755,-5.223700120918984,,
2026-08-14,8001,stop,False,,,,,,,,0.04829751267809712,-5.36102390726878
2026-08-14,8802,market,True,3747.0,-1.9215372297838318,,,,0.10675206832131412,-3.8964504937283206,,
2026-08-14,8802,limit,True,3673.0,0.05445140212361199,,,,2.123604682820579,-1.9602504764497652,,
2026-08-14,8802,stop,True,3747.0,-1.9215372297838318,,,,0.10675206832131412,-3.8964504937283206,,
2026-08-14,8934,market,True,2460.0,0.28455284552846294,,,,1.300813008130075,-0.6504065040650375,,
2026-08-14,8934,limit,True,2459.0,0.32533550223667884,,,,1.342008946726314,-0.6100040666937812,,
2026-08-14,8934,stop,True,2463.918,0.12508533157353785,,,,1.1397294877508068,-0.8083872921095692,,
2026-08-14,9069,market,True,2310.0,0.0,,,,1.904761904761898,-0.8874458874458924,,
2026-08-14,9069,limit,True,2293.0,0.7413868294810388,,,,2.6602703881378087,-0.15263846489315114,,
2026-08-14,9069,stop,True,2310.0,0.0,,,,1.904761904761898,-0.8874458874458924,,
2026-08-14,5975,market,True,3195.0,-0.15649452269170805,,,,3.1298904538341166,-0.9389671361502372,,
2026-08-14,5975,limit,True,3195.0,-0.15649452269170805,,,,3.1298904538341166,-0.9389671361502372,,
2026-08-14,5975,stop,True,3241.47,-0.6623538086115155,,,,1.6514112424301342,-1.7421108324309542,,
2026-08-14,9436,market,True,4015.0,-0.24906600249066102,,,,0.7471980074719831,-0.8717310087173136,,
2026-08-14,9436,limit,False,,,,,,,,1.7610062893081757,0.12578616352201255
2026-08-14,9436,stop,True,4015.0,-0.24906600249066102,,,,0.7471980074719831,-0.8717310087173136,,
2026-08-14,2379,market,True,1854.0,-1.6720604099244918,,,,0.3775620280474623,-2.3193096008629954,,
2026-08-14,2379,limit,True,1854.0,-1.6720604099244918,,,,0.3775620280474623,-2.3193096008629954,,
2026-08-14,2379,stop,False,,,,,,,,-0.05370569280344073,-2.7389903329752996
2026-08-14,6145,market,True,2450.0,2.857142857142847,,,,3.020408163265298,-1.5510204081632617,,
2026-08-14,6145,limit,True,2427.0,-0.16481252575195615,,,,3.9967037494849533,-0.6180469715698411,,
2026-08-14,6145,stop,True,2450.0,2.857142857142847,,,,3.020408163265298,-1.5510204081632617,,
2026-08-14,4972,market,True,3345.0,0.2989536621823552,,,,4.6337817638266054,-0.4484304932735439,,
2026-08-14,4972,limit,True,3345.0,0.2989536621823552,,,,4.6337817638266054,-0.4484304932735439,,
2026-08-14,4972,stop,True,3371.73,-0.4961844513054148,,,,3.80427851577676,-1.2376435835609656,,
2026-08-14,3997,market,True,399.0,-3.2581453634085267,,,,4.511278195488733,-5.263157894736848,,
2026-08-14,3997,limit,True,387.0,-0.2583979328165342,,,,7.751937984496116,-2.3255813953488413,,
2026-08-14,3997,stop,True,399.0,-3.2581453634085267,,,,4.511278195488733,-5.263157894736848,,
2026-08-14,9960,market,True,3835.0,0.6518904823989535,,,,1.5645371577575062,-1.1734028683181186,,
2026-08-14,9960,limit,True,3800.0,-0.2631578947368429,,,,2.499999999999991,-0.2631578947368429,,
2026-08-14,9960,stop,True,3835.0,0.6518904823989535,,,,1.5645371577575062,-1.1734028683181186,,
