シグナル日,コード,ランク,買い・売り,RSI14,出来高倍率,BB位置,ローソク足パターン,シグナル種別,1日後終値,2日後終値,3日後終値,5日後終値,10日後終値,20日後終値,1日後騰落率,2日後騰落率,3日後騰落率,5日後騰落率,10日後騰落率,20日後騰落率,期間中最高値,期間中最安値,最大上昇率,最大下落率,利確到達,損切り到達,5日損益率
2026-08-18,9009,S,買い,60.3,0.84,+0.60σ,強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,1303.0,,,,,,1.0469174098487688,,,,,,1309.0,1288.0,1.512214036448234,-0.11632415664986073,False,False,
2026-08-18,9045,S,買い,45.49,0.91,-0.64σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り / アンチ,3145.0,,,,,,0.09548058561426043,,,,,,3163.0,3116.0,0.6683640992998008,-0.8274984086569015,False,False,
2026-08-18,6464,S,買い,42.67,0.92,-0.79σ,強気包み足 / 2～5日下落後の陽線,BB逆張り,360.0,,,,,,4.347826086956519,,,,,,360.0,336.0,4.347826086956519,-2.608695652173909,False,False,
2026-08-18,7947,S,買い,63.38,0.9,+1.55σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,2743.0,,,,,,-0.14561339643247573,,,,,,2779.0,2715.0,1.1649071714597836,-1.1649071714597725,False,False,
2026-08-18,3880,S,買い,50.52,1.02,-0.76σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り,964.0,,,,,,-0.7209062821833201,,,,,,975.0,958.0,0.4119464469618972,-1.3388259526261548,False,False,
2026-08-18,3591,S,買い,40.35,0.82,-1.63σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り / アンチ,4244.0,,,,,,0.5210800568451024,,,,,,4256.0,4187.0,0.8053055423969724,-0.8289909995262912,False,False,
2026-08-18,7545,A,買い,53.67,3.17,+0.61σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め,1992.0,,,,,,-1.2394645513138292,,,,,,2048.0,1980.0,1.5369360436291446,-1.8344075359444711,False,False,
2026-08-18,9449,A,買い,46.81,1.24,-1.41σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り,3877.0,,,,,,-1.9721871049304673,,,,,,3994.0,3852.0,0.9860935524652392,-2.604298356510748,False,False,
2026-08-18,8424,A,買い,47.3,1.1,-1.28σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り,4352.0,,,,,,-0.5711674663011146,,,,,,4380.0,4326.0,0.06854009595613775,-1.1651816312542862,False,False,
2026-08-18,8227,A,買い,50.64,1.76,-0.01σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め,3341.0,,,,,,-1.3290017720023584,,,,,,3395.0,3307.0,0.26580035440046945,-2.333136444181927,False,False,
2026-08-18,7581,A,買い,55.93,0.35,-0.72σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り,7330.0,,,,,,-1.6107382550335614,,,,,,7500.0,7280.0,0.6711409395973256,-2.281879194630876,False,False,
2026-08-18,4816,A,買い,53.42,0.71,-0.06σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,底固め,2848.0,,,,,,0.6360424028268641,,,,,,2938.0,2841.0,3.81625441696114,0.3886925795052898,False,False,
2026-08-18,7616,A,買い,51.65,0.83,-0.30σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め,2009.5,,,,,,-0.024875621890552146,,,,,,2027.5,1995.0,0.8706467661691475,-0.7462686567164201,False,False,
2026-08-18,4956,A,買い,51.74,0.5,+0.42σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1421.0,,,,,,-2.604523646333101,,,,,,1469.0,1414.0,0.6854009595613331,-3.084304318026043,False,False,
2026-08-18,7270,A,買い,51.02,0.68,-0.30σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2518.5,,,,,,-2.704268881591654,,,,,,2595.0,2518.5,0.25111068186207675,-2.704268881591654,False,False,
2026-08-18,4540,A,買い,44.66,1.34,-0.88σ,前日安値割れ反転,BB逆張り / アンチ,3721.0,,,,,,-0.5080213903743358,,,,,,3749.0,3703.0,0.2406417112299497,-0.9893048128342241,False,False,
2026-08-18,8133,A,買い,65.15,0.83,+1.94σ,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,底固め / アンチ,2157.0,,,,,,-1.2362637362637319,,,,,,2185.0,2147.0,0.045787545787545625,-1.6941391941391992,False,False,
2026-08-18,8031,A,買い,52.17,0.66,-0.07σ,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,底固め,4779.0,,,,,,-1.9289965113892915,,,,,,4820.0,4755.0,-1.0876256925918315,-2.4215062589780456,False,False,
2026-08-18,2212,A,買い,53.47,0.53,+0.15σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,アンチ,3566.0,,,,,,2.8554946639746115,,,,,,3566.0,3468.0,2.8554946639746115,0.028843380444198985,False,False,
2026-08-18,9303,A,買い,58.04,0.59,+0.93σ,陰線→陽線 / 強気包み足 / 2～5日下落後の陽線,底固め,4125.0,,,,,,0.12135922330096527,,,,,,4130.0,4075.0,0.24271844660195274,-1.092233009708743,False,False,
2026-08-18,3907,除外,買い,59.4,0.26,+0.93σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1577.0,,,,,,3.2068062827225186,,,,,,1684.0,1457.0,10.209424083769637,-4.646596858638741,False,False,
2026-08-18,3048,A,買い,53.47,1.27,-0.05σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1746.5,,,,,,0.9537572254335158,,,,,,1754.0,1718.5,1.387283236994219,-0.6647398843930619,False,False,
2026-08-18,8111,A,買い,40.22,1.07,-1.24σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,BB逆張り / アンチ,2100.0,,,,,,-0.8966493629070316,,,,,,2141.0,2061.0,1.0382255781028693,-2.7371401604530443,False,False,
2026-08-18,7267,A,買い,65.26,0.86,+1.60σ,強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1662.0,,,,,,-2.977232924693518,,,,,,1729.5,1653.5,0.9632224168126147,-3.4734384121424378,False,False,
2026-08-18,4813,除外,買い,61.08,0.79,+1.52σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,410.0,,,,,,-4.651162790697672,,,,,,434.0,402.0,0.9302325581395321,-6.511627906976747,False,False,
2026-08-18,3825,A,買い,56.22,1.29,+1.02σ,陰線→陽線 / 2～5日下落後の陽線,底固め,212.0,,,,,,-0.9345794392523366,,,,,,216.0,209.0,0.9345794392523255,-2.336448598130836,False,False,
2026-08-18,7071,除外,買い,70.15,1.45,+2.59σ,強気包み足 / 前日安値割れ反転,底固め,419.0,,,,,,-0.9456264775413725,,,,,,432.0,412.0,2.127659574468077,-2.6004728132387744,False,False,
2026-08-18,3778,除外,買い,75.72,3.5,+2.55σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,3915.0,,,,,,-8.953488372093021,,,,,,4280.0,3910.0,-0.46511627906976605,-9.069767441860465,False,False,
2026-08-18,2160,A,買い,57.79,1.57,+1.17σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,アンチ,2803.0,,,,,,-1.7869656622284458,,,,,,2908.0,2761.0,1.892081289418357,-3.25858444288718,False,False,
2026-08-18,2371,A,買い,68.64,0.74,+0.73σ,2～5日下落後の陽線,底固め,3700.0,,,,,,-0.26954177897574594,,,,,,3732.0,3700.0,0.5929919137466211,-0.26954177897574594,False,False,
2026-08-18,8570,A,買い,64.83,1.12,+1.59σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,1655.0,,,,,,0.7917174177831887,,,,,,1664.5,1639.5,1.3702801461632053,-0.1522533495736944,False,False,
2026-08-18,8841,除外,買い,70.56,5.05,+2.81σ,2～5日下落後の陽線,底固め / アンチ,1060.0,,,,,,0.4739336492890933,,,,,,1075.0,1009.0,1.8957345971563955,-4.360189573459716,False,False,
2026-08-18,4502,A,買い,59.78,1.11,+0.94σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,5769.0,,,,,,1.1750263065591016,,,,,,5815.0,5707.0,1.981760785689235,0.08768853034022417,False,False,
2026-08-18,4552,A,買い,58.39,1.89,+0.96σ,陰線→陽線 / 2～5日下落後の陽線,底固め / アンチ,528.0,,,,,,0.5714285714285783,,,,,,532.0,524.0,1.333333333333342,-0.19047619047618536,False,False,
2026-08-18,2811,A,買い,49.29,1.68,-0.27σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 2～5日下落後の陽線,アンチ,2660.5,,,,,,0.24491333835718887,,,,,,2668.0,2631.5,0.5275056518462717,-0.8477769404672153,False,False,
2026-08-18,4819,A,買い,48.81,1.21,-1.11σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,BB逆張り,2311.0,,,,,,3.308001788109083,,,,,,2328.0,2185.0,4.0679481448368415,-2.3245417970496174,False,False,
2026-08-18,4293,A,買い,51.68,0.5,-0.11σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,508.0,,,,,,0.19723865877712132,,,,,,510.0,498.0,0.591715976331364,-1.7751479289940808,False,False,
2026-08-18,5929,A,買い,42.89,0.68,-0.83σ,前日安値割れ反転,BB逆張り,3514.0,,,,,,-1.7612524461839585,,,,,,3561.0,3502.0,-0.4473022085546563,-2.096729102599948,False,False,
2026-08-18,6849,A,買い,44.97,0.83,-1.07σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り / アンチ,1483.5,,,,,,0.7470288624787713,,,,,,1484.0,1457.0,0.7809847198641862,-1.0526315789473717,False,False,
2026-08-18,3612,A,買い,60.69,1.35,+1.69σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,1645.0,,,,,,-0.24257125530624535,,,,,,1654.0,1633.0,0.3032140691328067,-0.9702850212249814,False,False,
2026-08-18,7453,A,買い,53.81,0.65,-0.15σ,陰線→陽線 / 2～5日下落後の陽線,底固め,4241.0,,,,,,-1.44085521729026,,,,,,4325.0,4169.0,0.5112712061352553,-3.1141064373692795,False,False,
2026-08-18,9042,A,買い,50.71,0.52,-0.27σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,4637.0,,,,,,-0.3438641736514092,,,,,,4693.0,4602.0,0.8596604341285285,-1.0960670535138606,False,False,
2026-08-18,2121,除外,買い,69.72,1.36,+1.49σ,陰線→陽線 / 2～5日下落後の陽線,底固め / アンチ,3440.0,,,,,,0.291545189504383,,,,,,3465.0,3390.0,1.0204081632652962,-1.1661807580174877,False,False,
2026-08-18,4418,除外,買い,71.35,1.85,+2.64σ,強気包み足,底固め,1029.0,,,,,,6.082474226804124,,,,,,1043.0,940.0,7.525773195876284,-3.0927835051546393,False,False,
2026-08-18,9831,A,買い,56.27,0.82,+0.09σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,701.5999755859375,,,,,,-0.8619506025240309,,,,,,714.5999755859375,697.0,0.9749859525134186,-1.511940087607755,False,False,
2026-08-18,1514,除外,買い,73.53,2.29,+2.32σ,陰線→陽線 / 強気包み足,底固め / アンチ,638.0,,,,,,-4.347826086956519,,,,,,666.0,635.0,-0.14992503748125774,-4.797601199400303,False,False,
2026-08-18,4641,A,買い,61.28,0.77,+1.25σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,844.0,,,,,,0.0,,,,,,849.0,834.0,0.5924170616113722,-1.1848341232227444,False,False,
2026-08-18,4784,A,買い,60.99,2.24,+1.90σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,底固め,548.0,,,,,,-6.164383561643838,,,,,,583.0,542.0,-0.1712328767123239,-7.191780821917804,False,False,
2026-08-18,4392,除外,買い,69.15,8.91,+2.74σ,強気包み足,底固め / アンチ,1403.0,,,,,,5.886792452830192,,,,,,1423.0,1211.0,7.396226415094342,-8.60377358490566,False,False,
2026-08-18,4413,A,買い,56.03,0.72,+0.64σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め,3035.0,,,,,,3.1611148878314177,,,,,,3290.0,3015.0,11.828687967369135,2.4813052345343367,False,False,
2026-08-18,7014,A,買い,66.27,1.1,+1.99σ,強気包み足 / 前日安値割れ反転,底固め,4290.0,,,,,,-7.14285714285714,,,,,,4500.0,4265.0,-2.5974025974025983,-7.683982683982682,False,True,
2026-08-18,3837,A,買い,58.78,0.84,+1.09σ,強気包み足 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転,底固め / アンチ,1501.0,,,,,,-1.831262262916944,,,,,,1517.0,1491.0,-0.7848266841072649,-2.4852844996729906,False,False,
2026-08-18,7181,A,買い,51.9,0.83,-0.50σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め,1632.0,,,,,,-4.112808460634543,,,,,,1694.0,1621.5,-0.4700352526439522,-4.729729729729726,False,True,
2026-08-18,3679,除外,買い,76.25,1.63,+2.80σ,強気包み足,底固め / アンチ,465.0,,,,,,1.7505470459518557,,,,,,468.0,458.0,2.4070021881838155,0.2188183807439792,False,False,
2026-08-18,7211,A,買い,48.13,0.55,-0.64σ,なし,底固め,338.70001220703125,,,,,,-2.9512859005641157,,,,,,347.0,335.6000061035156,-0.5730659025787954,-3.839539798419589,False,False,
2026-08-18,3901,除外,買い,81.21,1.74,+2.04σ,強気包み足,底固め / アンチ,1608.0,,,,,,-2.130249543517959,,,,,,1643.0,1598.0,0.0,-2.7388922702373697,False,False,
2026-08-18,7593,除外,買い,80.76,1.5,+2.29σ,強気包み足,底固め,531.0,,,,,,-0.747663551401867,,,,,,535.0,528.0,0.0,-1.3084112149532756,False,False,
2026-08-18,8185,A,買い,70.02,1.12,+1.80σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,1034.0,,,,,,-0.48123195380173067,,,,,,1042.0,1033.0,0.2887391722810495,-0.5774783445620768,False,False,
2026-08-18,4483,A,買い,57.54,0.82,+0.89σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,アンチ,3400.0,,,,,,-0.7299270072992692,,,,,,3460.0,3340.0,1.0218978102189746,-2.481751824817513,False,False,
2026-08-18,7552,A,買い,65.44,1.14,+1.77σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,3480.0,,,,,,-1.833568406205921,,,,,,3555.0,3455.0,0.28208744710860323,-2.538787023977429,False,False,
2026-08-18,3360,A,買い,47.45,0.72,-0.95σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り,2380.0,,,,,,1.2981485422430383,,,,,,2382.0,2327.5,1.3832730368163348,-0.9363694403064504,False,False,
2026-08-18,7733,除外,買い,72.82,0.85,+1.62σ,強気包み足 / 2～5日下落後の陽線,アンチ,2131.5,,,,,,0.7325141776937549,,,,,,2194.5,2115.5,3.709829867674852,-0.023629489603027576,False,False,
2026-08-18,8058,A,買い,52.53,0.7,-0.27σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め / アンチ,4648.0,,,,,,-2.7208036835495997,,,,,,4791.0,4628.0,0.2720803683549544,-3.1393888656341518,False,False,
2026-08-18,8771,A,買い,57.52,0.86,+0.76σ,強気包み足 / はらみ足 / 長い下ヒゲ（ハンマー）,底固め,1851.0,,,,,,-0.6974248927038573,,,,,,1878.0,1846.0,0.7510729613734002,-0.965665236051505,False,False,
2026-08-18,8410,A,買い,71.09,0.85,+1.92σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,331.0,,,,,,-3.244665302543126,,,,,,341.0,331.0,-0.3215434083601365,-3.244665302543126,False,False,
2026-08-18,8789,除外,買い,88.3,2.69,+2.55σ,強気包み足,底固め,167.0,,,,,,1.8292682926829285,,,,,,168.0,164.0,2.4390243902439046,0.0,False,False,
2026-08-18,8174,A,買い,57.22,0.68,+0.68σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,底固め / アンチ,2895.5,,,,,,-0.13795481979651525,,,,,,2916.0,2865.0,0.5690636316606268,-1.189860320744951,False,False,
2026-08-18,8002,A,買い,44.87,0.57,-0.96σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,BB逆張り / 底固め,4796.0,,,,,,-2.8756581611988685,,,,,,4846.0,4745.0,-1.86310247063588,-3.9084649655731107,False,False,
2026-08-18,9832,B,買い,56.87,0.5,+0.48σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1537.0,,,,,,-0.06501950585175997,,,,,,1543.0,1522.0,0.32509752925877766,-1.040312093628093,False,False,
2026-08-18,4565,除外,買い,74.45,2.02,+1.96σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1167.0,,,,,,5.040504050405037,,,,,,1178.0,1112.0,6.030603060306028,0.09000900090008201,False,False,
2026-08-18,4680,B,買い,58.9,0.74,+1.32σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1323.0,,,,,,-0.3765060240963902,,,,,,1369.0,1314.5,3.0873493975903665,-1.016566265060237,False,False,
2026-08-18,4553,B,買い,45.07,1.04,-0.77σ,陰線→陽線 / 強気包み足,BB逆張り / アンチ,3765.0,,,,,,-1.6971279373368175,,,,,,3890.0,3735.0,1.5665796344647598,-2.4804177545691863,False,False,
2026-08-18,4507,B,買い,47.89,0.74,-0.46σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2859.0,,,,,,0.989049805722364,,,,,,2881.0,2819.0,1.7661603673613469,-0.423878488166729,False,False,
2026-08-18,3167,B,買い,67.0,0.91,+1.57σ,2～5日下落後の陽線,底固め,1241.0,,,,,,-0.7993605115907298,,,,,,1260.0,1237.0,0.7194244604316502,-1.1191047162270151,False,False,
2026-08-18,4204,B,買い,51.13,0.93,-0.44σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2585.5,,,,,,-2.654367469879515,,,,,,2635.5,2577.0,-0.7718373493975861,-2.974397590361444,False,True,
2026-08-18,4259,除外,買い,46.75,1.3,-0.21σ,強気包み足,BB逆張り,774.0,,,,,,-0.8962868117797673,,,,,,793.0,756.0,1.5364916773367376,-3.201024327784896,False,False,
2026-08-18,4151,B,買い,48.73,0.85,-0.28σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2589.5,,,,,,0.9945397815912527,,,,,,2600.0,2553.5,1.4040561622464809,-0.4095163806552282,False,False,
2026-08-18,5192,B,買い,70.82,0.5,+1.31σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,4370.0,,,,,,-2.564102564102566,,,,,,4460.0,4355.0,-0.5574136008918651,-2.898550724637683,False,False,
2026-08-18,6869,除外,買い,65.28,0.78,+1.26σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1897.5,,,,,,0.8503853308530429,,,,,,1926.0,1890.5,2.3651342014350263,0.478341748604838,False,False,
2026-08-18,4528,B,買い,55.85,0.85,+0.83σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2460.0,,,,,,0.7990165949600447,,,,,,2477.0,2432.5,1.495595164925212,-0.3278016799836081,False,False,
2026-08-18,4475,B,買い,60.17,0.64,+0.86σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1406.0,,,,,,-4.092769440654842,,,,,,1474.0,1406.0,0.5457025920873049,-4.092769440654842,False,False,
2026-08-18,7004,B,買い,55.46,1.13,+1.73σ,陰線→陽線 / 2～5日下落後の陽線,底固め / アンチ,1162.0,,,,,,-8.069620253164555,,,,,,1243.0,1157.0,-1.661392405063289,-8.465189873417723,False,True,
2026-08-18,7532,B,買い,55.51,1.68,+0.37σ,陰線→陽線 / 2～5日下落後の陽線,アンチ,814.0999755859375,,,,,,-11.075917467401696,,,,,,854.5,810.0,-6.663025669033318,-11.523757509557619,False,True,
2026-08-18,7033,除外,買い,79.89,1.98,+2.67σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1651.0,,,,,,0.48691418137554177,,,,,,1669.0,1604.0,1.5824710894704719,-2.373706634205719,False,False,
2026-08-18,3291,B,買い,55.76,0.61,+0.42σ,陰線→陽線 / 長い下ヒゲ（ハンマー） / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,2293.5,,,,,,-0.17410228509249226,,,,,,2316.5,2265.5,0.8269858541893438,-1.392818280739938,False,False,
2026-08-18,3349,B,買い,50.02,0.65,-0.12σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,6437.0,,,,,,0.48392132375898456,,,,,,6520.0,6350.0,1.7795816422104371,-0.8741804558226707,False,False,
2026-08-18,7564,B,買い,55.34,0.84,+1.22σ,2～5日下落後の陽線,底固め,6280.0,,,,,,-0.15898251192368873,,,,,,6330.0,6200.0,0.6359300476947549,-1.4308426073131986,False,False,
2026-08-18,8167,B,買い,67.09,2.01,+2.07σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1486.0,,,,,,1.2951601908657073,,,,,,1489.0,1462.0,1.499659168370826,-0.3408316291751867,False,False,
2026-08-18,6998,除外,買い,82.52,1.86,+1.61σ,陰線→陽線 / 2～5日下落後の陽線,アンチ,3095.0,,,,,,-10.54913294797688,,,,,,3330.0,3040.0,-3.7572254335260125,-12.138728323699421,False,True,
2026-08-18,9433,B,買い,49.19,0.74,-0.72σ,陰線→陽線 / 前日安値割れ反転,BB逆張り / 底固め,2840.5,,,,,,-0.47302032235458924,,,,,,2889.0,2809.0,1.226348983882275,-1.5767344078486345,False,False,
2026-08-18,9602,B,買い,58.84,0.68,+0.59σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1535.0,,,,,,0.9536336731338357,,,,,,1560.0,1515.0,2.5978296612956253,-0.36172311739559593,False,False,
2026-08-18,9708,B,買い,47.04,0.69,-0.08σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,999.0,,,,,,1.0111223458038499,,,,,,999.0,986.0,1.0111223458038499,-0.30333670374115274,False,False,
2026-08-18,9065,B,買い,43.64,0.61,-0.84σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,BB逆張り,8391.0,,,,,,-2.600116076610559,,,,,,8584.0,8364.0,-0.3598374927452075,-2.913522925130585,False,False,
2026-08-18,8585,B,買い,44.89,0.83,-0.82σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,BB逆張り / アンチ,857.0,,,,,,-0.6952491309385911,,,,,,865.0,851.0,0.2317497103128563,-1.390498261877171,False,False,
2026-08-18,8194,B,買い,57.65,0.67,+1.07σ,陰線→陽線 / はらみ足 / 2～5日下落後の陽線,底固め,2612.0,,,,,,-0.03827018752391442,,,,,,2648.0,2593.0,1.3394565633371602,-0.7654037504783773,False,False,
2026-08-18,6902,B,買い,47.45,0.71,-0.56σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,アンチ,1887.5,,,,,,-2.379105249547453,,,,,,1923.5,1883.5,-0.5171967933798816,-2.585983966899408,False,False,
2026-08-18,7318,B,買い,36.24,1.31,-1.28σ,強気包み足,BB逆張り / BB＋RSI＋ストキャス,1410.0,,,,,,-9.090909090909093,,,,,,1600.0,1403.0,3.1592520954223158,-9.542230818826559,False,False,
2026-08-18,9682,B,買い,54.41,0.7,+0.11σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1095.0,,,,,,0.0914076782449813,,,,,,1107.0,1083.0,1.188299817184646,-1.0054844606946944,False,False,
2026-08-18,8214,B,買い,52.24,0.61,-0.30σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1712.0,,,,,,0.11695906432749315,,,,,,1721.0,1697.0,0.643274853801179,-0.7602339181286499,False,False,
2026-08-18,8219,B,買い,62.27,0.6,+1.23σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,755.0,,,,,,-0.1322751322751281,,,,,,762.0,749.0,0.7936507936507908,-0.92592592592593,False,False,
2026-08-18,8541,除外,買い,77.08,0.74,+2.31σ,強気包み足,底固め,3190.0,,,,,,-3.915662650602414,,,,,,3320.0,3180.0,0.0,-4.216867469879515,False,False,
2026-08-18,8558,除外,買い,66.13,0.7,+2.07σ,陰線→陽線 / 強気包み足,底固め / アンチ,1462.0,,,,,,-5.79896907216495,,,,,,1536.0,1461.0,-1.0309278350515427,-5.8634020618556715,False,False,
2026-08-18,2292,B,買い,58.86,1.23,+0.87σ,強気包み足 / 前日安値割れ反転,アンチ,2823.0,,,,,,0.391180654338541,,,,,,2829.0,2791.0,0.6045519203413896,-0.746799431009959,False,False,
2026-08-18,9007,B,買い,49.75,0.71,-0.38σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,1704.5,,,,,,-0.4962054874489197,,,,,,1727.0,1695.0,0.8172796263864468,-1.0507880910682998,False,False,
2026-08-18,2288,B,買い,49.2,0.62,-0.26σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,2244.0,,,,,,0.627802690582957,,,,,,2248.0,2217.0,0.8071748878923701,-0.5829596412556093,False,False,
2026-08-18,8876,B,買い,57.83,0.72,+0.82σ,陰線→陽線 / 前日安値割れ反転 / 2～5日下落後の陽線,底固め,2128.5,,,,,,0.30631479736098477,,,,,,2135.5,2103.0,0.6361922714420265,-0.895381715362864,False,False,
2026-08-18,2154,B,買い,57.8,0.79,+0.57σ,強気包み足 / 前日安値割れ反転,アンチ,2013.0,,,,,,-0.6906758756783371,,,,,,2046.0,2002.0,0.9373458312777583,-1.2333497779970393,False,False,
2026-08-18,2158,B,買い,55.53,1.43,+0.88σ,強気包み足,アンチ,622.0,,,,,,-4.1602465331278875,,,,,,652.0,618.0,0.46224961479199855,-4.776579352850541,False,False,
2026-08-18,2269,B,買い,67.03,0.71,+1.44σ,陰線→陽線 / 強気包み足 / 前日安値割れ反転,アンチ,4270.0,,,,,,0.6126295947219695,,,,,,4358.0,4252.0,2.686145146088603,0.18850141376061114,False,False,
2026-08-18,9507,除外,買い,82.81,1.06,+1.62σ,強気包み足,底固め / アンチ,1801.5,,,,,,-2.1189894050529734,,,,,,1843.5,1789.0,0.16299918500406463,-2.798152675903287,False,False,
2026-08-18,9069,除外,買い,76.65,1.29,+2.31σ,強気包み足,底固め,2317.0,,,,,,-1.088580576307363,,,,,,2343.0,2304.5,0.02134471718249209,-1.6221985058697985,False,False,
2026-08-18,9076,B,買い,66.14,0.79,+1.76σ,強気包み足,底固め,2790.0,,,,,,-1.3088079235939132,,,,,,2846.0,2788.5,0.6720905553590395,-1.3618677042801508,False,False,
2026-08-18,9301,B,買い,44.42,1.07,-0.68σ,なし,アンチ,1497.5,,,,,,-0.9589947089947093,,,,,,1511.0,1490.0,-0.0661375661375696,-1.4550264550264536,False,False,
2026-08-18,9024,B,買い,45.3,0.59,-0.97σ,陰線→陽線 / 前日安値割れ反転,BB逆張り / 底固め / アンチ,3346.0,,,,,,1.7330495591365125,,,,,,3355.0,3286.0,2.006688963210701,-0.09121313469139247,False,False,
